1;
1;
1;
-1;
1;
1;
1; Da sich die eingliedrigen Schulsysteme der PISA-Spitzenreiter Finnland und Kanada in der Vergangenheit als leistungsfähiger erwiesen haben und wir das Ziel verfolgen, die Zahl der Abiturienten pro Jahrgang zu vervielfachen, schlagen die PIRATEN NRW ein eingliedriges Schulsystem vor. Dessen vorrangiges Ziel ist es, möglichst viele Schüler ohne Qualitätseinbußen zur Hochschulreife zu bringen. Alle Schüler sollen grundsätzlich die Möglichkeit haben, ohne Schulwechsel das Abitur anzusteuern.
-1;
-1;
1;
0;
1;
0;
0;
0;
0;
1;
-1;
1;
0;
1;
1;
-1;
1;
1;
0;
0;
-1;
0;
0;
-1;
1;
1;
-1;
0;
1;
0;
0;
1;
1;
